objectid,comunidad,provincia,nombre,grado_ocupacion,paseo_maritimo,nudismo,acceso_disc,Autobús,aparcamiento,aseos,lavapies,duchas,telefonos,papelera,oficina_tur,zona_infantil,zona_deportiva,club_nautico,submarino,zona_surf
1921,Galicia,Lugo,Vicedo Vello,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1922,Galicia,Lugo,Vidreiro,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1923,Galicia,Lugo,Fomento,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1924,Galicia,Lugo,Os Castelos,Bajo,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
1925,Galicia,Lugo,Arealonga,Bajo,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
1926,Galicia,Pontevedra,Barra,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1927,Galicia,Pontevedra,Viñó,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1928,Galicia,Pontevedra,Nerga,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1929,Galicia,Pontevedra,Dos Castros,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1930,Galicia,Pontevedra,Temperáns,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1931,Galicia,Pontevedra,Liméns,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1932,Galicia,Pontevedra,Santa Marta,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1933,Galicia,Pontevedra,O Porto,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1934,Galicia,Pontevedra,Areamilla,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1935,Galicia,Pontevedra,A Congorza,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1936,Galicia,Pontevedra,Rodeira,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1937,Galicia,Pontevedra,Os Alemáns,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1938,Galicia,Pontevedra,Canabal,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1939,Galicia,Pontevedra,Niño do Corvo,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1940,Galicia,Pontevedra,Videira,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1941,Galicia,Pontevedra,O Con,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1942,Galicia,Pontevedra,Mosqueira,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1943,Galicia,Pontevedra,Xunqueira,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1944,Galicia,Pontevedra,Ensenada de Meira,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1945,Galicia,Pontevedra,Vilarello,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1946,Galicia,Pontevedra,Playa Fluvial,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1947,Galicia,Pontevedra,Bamio,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1948,Galicia,Pontevedra,Carril,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1949,Galicia,Pontevedra,Compostela,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1950,Galicia,Pontevedra,A Concha,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1951,Galicia,Pontevedra,Canelas,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1952,Galicia,Pontevedra,Bouzas,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1953,Galicia,Pontevedra,Illa Cortegada,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1954,Galicia,Pontevedra,O Rial,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1955,Galicia,Pontevedra,Aduana,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1956,Galicia,Pontevedra,Catro Cordas,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1957,Galicia,Pontevedra,Pozo de Mar,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1958,Galicia,Pontevedra,As Sinas,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1959,Galicia,Pontevedra,Campamento,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1960,Galicia,Pontevedra,Bornal,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1961,Galicia,Pontevedra,A Braña,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1962,Galicia,Pontevedra,A Igrexa,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1963,Galicia,Pontevedra,Ariño,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1964,Galicia,Pontevedra,Con da Mina,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1965,Galicia,Pontevedra,Terrón,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1966,Galicia,Pontevedra,As Brañas,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1967,Galicia,Pontevedra,As Patiñas,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1968,Galicia,Pontevedra,As Casiñas,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1969,Galicia,Pontevedra,Pasaxe,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1970,Galicia,Pontevedra,Cabalgada,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1971,Galicia,Pontevedra,Roza da Vila,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1972,Galicia,Pontevedra,Cabodeiro,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1973,Galicia,Pontevedra,A Cruz,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1974,Galicia,Pontevedra,Lagartiño,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1975,Galicia,Pontevedra,Chumbadeiro,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1976,Galicia,Pontevedra,Castriño,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1977,Galicia,Pontevedra,Pateiro,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1978,Galicia,Pontevedra,Castiñeira,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1979,Galicia,Pontevedra,Barreiro,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1980,Galicia,Pontevedra,Ouriceira,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1981,Galicia,Pontevedra,Chancelas,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1982,Galicia,Pontevedra,A Canteira,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1983,Galicia,Pontevedra,Padrón,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1984,Galicia,Pontevedra,Pinela,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1985,Galicia,Pontevedra,Campelo,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1986,Galicia,Pontevedra,Cabeceira,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1987,Galicia,Pontevedra,Lourido,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1988,Galicia,Pontevedra,O Naval,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1989,Galicia,Pontevedra,As Ruvás,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1990,Galicia,Pontevedra,O Naso,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1991,Galicia,Pontevedra,Escarragadoira,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1992,Galicia,Pontevedra,Area da Secada,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1993,Galicia,Pontevedra,Gradín,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1994,Galicia,Pontevedra,Camboa,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1995,Galicia,Pontevedra,Poza do Sal,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1996,Galicia,Pontevedra,Mallón,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1997,Galicia,Pontevedra,Espiñeiro,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1998,Galicia,Pontevedra,Con Cerrado,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1999,Galicia,Pontevedra,Rebelló,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2000,Galicia,Pontevedra,Loutreira,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2001,Galicia,Pontevedra,As Margaritas,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2002,Galicia,Pontevedra,Lombreira,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2003,Galicia,Pontevedra,Arnelas,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2004,Galicia,Pontevedra,Salinas,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2005,Galicia,Pontevedra,Labanqueiro,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2006,Galicia,Pontevedra,Camaxe,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2007,Galicia,Pontevedra,A Mouta,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2008,Galicia,Pontevedra,Espiñeiro,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,Galicia,Pontevedra,Illote de Beiró,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2010,Galicia,Pontevedra,Seiñas,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,Galicia,Pontevedra,A Fontiña,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,Galicia,Pontevedra,Bico da Ran,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,Galicia,Pontevedra,Ganchino,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014,Galicia,Pontevedra,O Bao,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2015,Galicia,Pontevedra,Guernal,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2016,Galicia,Pontevedra,Villamarín,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2017,Galicia,Pontevedra,Graña,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2018,Galicia,Pontevedra,A Vía Sur,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2019,Galicia,Pontevedra,Foxos,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,Galicia,Pontevedra,Fontenla,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Galicia,Pontevedra,Pociñas,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2022,Galicia,Pontevedra,Major,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2023,Galicia,Pontevedra,Pragueira,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2024,Galicia,Pontevedra,Bascuas,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2025,Galicia,Pontevedra,Os Frades,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,Galicia,Pontevedra,Concheira,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2027,Galicia,Pontevedra,Portecelo,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2028,Galicia,Pontevedra,Area Grande,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2029,Galicia,Pontevedra,Fedorento,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2030,Galicia,Pontevedra,O Carreiro,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2031,Galicia,Pontevedra,O Muiño,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2032,Galicia,Pontevedra,A Armona,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2033,Galicia,Pontevedra,Vía Norte,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2034,Galicia,Pontevedra,A Ponte,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2035,Galicia,Pontevedra,A Piscina,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2036,Galicia,Pontevedra,Playa de San Marcial,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2037,Galicia,Pontevedra,Playa de Mourisca,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2038,Galicia,Pontevedra,Rons,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2039,Galicia,Pontevedra,Conroibo,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2040,Galicia,Pontevedra,Porto dos Padroneses,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2041,Galicia,Pontevedra,Lauxiñas,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2042,Galicia,Pontevedra,Porto Meloxo,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2043,Galicia,Pontevedra,Lobaxeira,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2044,Galicia,Pontevedra,Moreira,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2045,Galicia,Pontevedra,Area Das Pipas,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2046,Galicia,Pontevedra,Mexilloeira,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2047,Galicia,Pontevedra,Piñeirón,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2048,Galicia,Pontevedra,Areagrande,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2049,Galicia,Pontevedra,Barcela,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2050,Galicia,Pontevedra,Barreiriño,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2051,Galicia,Pontevedra,Carreiro,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2052,Galicia,Pontevedra,Aguieira,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2053,Galicia,Pontevedra,Con do Corvo,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2054,Galicia,Pontevedra,Canelas,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2055,Galicia,Pontevedra,Abelleira,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2056,Galicia,Pontevedra,A Barrosa,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2057,Galicia,Pontevedra,Farruco,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2058,Galicia,Pontevedra,Buraco da Alondra,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2059,Galicia,Pontevedra,Espiño,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2060,Galicia,Pontevedra,Portiño,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2061,Galicia,Pontevedra,Seixeliño,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2062,Galicia,Pontevedra,Area da Cruz,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2063,Galicia,Pontevedra,Sobre do Pozo,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2064,Galicia,Pontevedra,Raeiros,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2065,Galicia,Pontevedra,A Lanzada,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2066,Galicia,Pontevedra,Lapa,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2067,Galicia,Pontevedra,Areagorda,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2068,Galicia,Pontevedra,Nosa Señora,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2069,Galicia,Pontevedra,Montalvo,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2070,Galicia,Pontevedra,Paxariñas,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2071,Galicia,Pontevedra,Canelas,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2072,Galicia,Pontevedra,Caneliñas,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2073,Galicia,Pontevedra,Baltar,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2074,Galicia,Pontevedra,Silgar,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2075,Galicia,Pontevedra,Os Barcos,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2076,Galicia,Pontevedra,Panadeira,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2077,Galicia,Pontevedra,Lavapanos,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2078,Galicia,Pontevedra,Carabuxeira,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2079,Galicia,Pontevedra,Barreiros,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2080,Galicia,Pontevedra,Nanín,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2081,Galicia,Pontevedra,Areas,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2082,Galicia,Pontevedra,Dos Mortos,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2083,Galicia,Pontevedra,Agra,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2084,Galicia,Pontevedra,Pampaído,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2085,Galicia,Pontevedra,Santa Mariña,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2086,Galicia,Pontevedra,Xiorto,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2087,Galicia,Pontevedra,Raxó,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2088,Galicia,Pontevedra,Sinás,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2089,Galicia,Pontevedra,Porteira,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2090,Galicia,Pontevedra,Fonte Maior,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2091,Galicia,Pontevedra,Laño,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2092,Galicia,Pontevedra,Covelo,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2093,Galicia,Pontevedra,Area da Barca,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2094,Galicia,Pontevedra,Portocelo,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2095,Galicia,Pontevedra,Mogor,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2096,Galicia,Pontevedra,A Testada,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2097,Galicia,Pontevedra,Arneles,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2098,Galicia,Pontevedra,Pinténs,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2099,Galicia,Pontevedra,San Xián,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2100,Galicia,Pontevedra,Pipín,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2101,Galicia,Pontevedra,Castiñeiras,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2102,Galicia,Pontevedra,Area Brava,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2103,Galicia,Pontevedra,Estrepeiros,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2104,Galicia,Pontevedra,Alada,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2105,Galicia,Pontevedra,Rabáns,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2106,Galicia,Pontevedra,O Portal,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2107,Galicia,Pontevedra,Borna,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2108,Galicia,Pontevedra,O Porto,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2109,Galicia,Pontevedra,Pousada,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2110,Galicia,Pontevedra,Aguete,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2111,Galicia,Pontevedra,Loira,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2112,Galicia,Pontevedra,Ribeira,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2113,Galicia,Pontevedra,O Santo,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2114,Galicia,Pontevedra,A Dreira,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2115,Galicia,Pontevedra,Area da Isla,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2116,Galicia,Pontevedra,Lapamán,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2117,Galicia,Pontevedra,Muiño Vello,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2118,Galicia,Pontevedra,Covelo,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2119,Galicia,Pontevedra,Portomaior,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2120,Galicia,Pontevedra,Agrelo,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2121,Galicia,Pontevedra,Loureiro,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2122,Galicia,Pontevedra,Petís,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2123,Galicia,Pontevedra,Pescadoira,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2124,Galicia,Pontevedra,Bueu,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2125,Galicia,Pontevedra,Banda do Río,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2126,Galicia,Pontevedra,Robaleira Pequeña,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2127,Galicia,Pontevedra,Robaleira Grande,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2128,Galicia,Pontevedra,Beluso,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2129,Galicia,Pontevedra,Sartaxens,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2130,Galicia,Pontevedra,Tulla,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2131,Galicia,Pontevedra,Cornide,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2132,Galicia,Pontevedra,Mourisca,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2133,Galicia,Pontevedra,Pedrón,Bajo,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2134,Galicia,Pontevedra,Encoradoira,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2135,Galicia,Pontevedra,Lagos,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2136,Galicia,Pontevedra,Area de Bon,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2137,Galicia,Pontevedra,Pereiro,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2138,Galicia,Pontevedra,Canexol,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2139,Galicia,Pontevedra,Area dos Cans,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2140,Galicia,Pontevedra,Melide,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2141,Galicia,Pontevedra,Fontiñas,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2142,Galicia,Pontevedra,Liñeiros,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2143,Galicia,Pontevedra,Onza Norte,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2144,Galicia,Pontevedra,Onza Sur,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2145,Galicia,Pontevedra,Lagüelas,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2146,Galicia,Pontevedra,Menduiña,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2147,Galicia,Pontevedra,Francón,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2148,Galicia,Pontevedra,Areacova,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2149,Galicia,Pontevedra,Cova de Balea,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2150,Galicia,Pontevedra,Con Do Sestadelo,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2151,Galicia,Pontevedra,San Cibrán,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2152,Galicia,Pontevedra,Os Picos,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2153,Galicia,Pontevedra,Vilariño,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2154,Galicia,Pontevedra,Deilán,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2155,Galicia,Pontevedra,Cobas,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2156,Galicia,Pontevedra,Fontaíña,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2157,Galicia,Pontevedra,Matilde,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2158,Galicia,Pontevedra,Río Tamuxe,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2159,Galicia,Pontevedra,Goián,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2160,Galicia,Pontevedra,Paramós,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
