objectid,comunidad,provincia,nombre,grado_ocupacion,paseo_maritimo,nudismo,acceso_disc,Autobús,aparcamiento,aseos,lavapies,duchas,telefonos,papelera,oficina_tur,zona_infantil,zona_deportiva,club_nautico,submarino,zona_surf
717,Canarias,Santa Cruz de Tenerife,La Enramada,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
718,Canarias,Santa Cruz de Tenerife,Callao,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
719,Canarias,Santa Cruz de Tenerife,El Socorro,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
720,Canarias,Santa Cruz de Tenerife,El Monis,Medio,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
721,Canarias,Santa Cruz de Tenerife,San Marcos,Alto,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
722,Canarias,Santa Cruz de Tenerife,Santo Domingo,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
723,Canarias,Santa Cruz de Tenerife,Troche,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
724,Canarias,Santa Cruz de Tenerife,El Navío,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
725,Canarias,Santa Cruz de Tenerife,Las Galgas,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
726,Canarias,Santa Cruz de Tenerife,El Pinque,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
727,Canarias,Santa Cruz de Tenerife,Las Salinas,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
728,Canarias,Santa Cruz de Tenerife,El Puertito,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
729,Canarias,Santa Cruz de Tenerife,Diego Hernández,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
730,Canarias,Santa Cruz de Tenerife,Los Morteros,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
731,Canarias,Santa Cruz de Tenerife,La Caleta,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
732,Canarias,Santa Cruz de Tenerife,El Duque,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
733,Canarias,Santa Cruz de Tenerife,Fañabé,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
734,Canarias,Santa Cruz de Tenerife,El Varadero,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
735,Canarias,Santa Cruz de Tenerife,La Enramada,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
736,Canarias,Santa Cruz de Tenerife,El Río,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
737,Canarias,Santa Cruz de Tenerife,Callao Hondo,Bajo,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
738,Canarias,Santa Cruz de Tenerife,Tajao,Medio,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
739,Canarias,Santa Cruz de Tenerife,Los Abrigos,Medio,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
740,Canarias,Santa Cruz de Tenerife,Cardones,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
741,Canarias,Santa Cruz de Tenerife,Cueva de la Arena,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
742,Canarias,Santa Cruz de Tenerife,Grande,Medio,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
743,Canarias,Santa Cruz de Tenerife,Poris,Alto,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
744,Canarias,Santa Cruz de Tenerife,El Bonito,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
745,Canarias,Santa Cruz de Tenerife,El Sombrerito,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
746,Canarias,Santa Cruz de Tenerife,Aguadulce,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
747,Canarias,Santa Cruz de Tenerife,Troya,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
748,Canarias,Santa Cruz de Tenerife,El Camisón,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
749,Canarias,Santa Cruz de Tenerife,Las Vistas,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
750,Canarias,Santa Cruz de Tenerife,Los Cristianos,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
751,Canarias,Santa Cruz de Tenerife,El Palmar,Alto,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
752,Canarias,Santa Cruz de Tenerife,El Callao,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
753,Canarias,Santa Cruz de Tenerife,Los Enojados,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
754,Canarias,Santa Cruz de Tenerife,Las Galletas,Medio,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
755,Canarias,Santa Cruz de Tenerife,La Ballena,Bajo,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
756,Canarias,Santa Cruz de Tenerife,Amarilla,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
757,Canarias,Santa Cruz de Tenerife,Los Barqueros,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
758,Canarias,Santa Cruz de Tenerife,Las Arenas,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
759,Canarias,Santa Cruz de Tenerife,Las Mujeres,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
760,Canarias,Santa Cruz de Tenerife,El Fraile,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
761,Canarias,Santa Cruz de Tenerife,La Ballenita,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
762,Canarias,Santa Cruz de Tenerife,La Viuda,Medio,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
763,Canarias,Santa Cruz de Tenerife,Candelaria,Alto,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
764,Canarias,Santa Cruz de Tenerife,La Hornilla,Medio,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
765,Canarias,Santa Cruz de Tenerife,Punta Larga,Medio,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
766,Canarias,Santa Cruz de Tenerife,Las Caletillas,Alto,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
767,Canarias,Santa Cruz de Tenerife,Tabaiba,Alto,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
768,Canarias,Santa Cruz de Tenerife,La Nea,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
769,Canarias,Santa Cruz de Tenerife,La Garañona,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
770,Canarias,Santa Cruz de Tenerife,Las Eras,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
771,Canarias,Santa Cruz de Tenerife,Los Roques,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
772,Canarias,Santa Cruz de Tenerife,El Abrigo,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
773,Canarias,Santa Cruz de Tenerife,El Muelle,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
774,Canarias,Santa Cruz de Tenerife,La Caleta de Interián,Medio,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
775,Canarias,Santa Cruz de Tenerife,Las Aguas,Medio,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
776,Canarias,Santa Cruz de Tenerife,La Mareta,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
777,Canarias,Santa Cruz de Tenerife,El Confital,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
778,Canarias,Santa Cruz de Tenerife,El Médano,Alto,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
779,Canarias,Santa Cruz de Tenerife,La Jaquita,Medio,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
780,Canarias,Santa Cruz de Tenerife,La Pelada,Medio,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
781,Canarias,Santa Cruz de Tenerife,El Tanque del Vidrio,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
782,Canarias,Santa Cruz de Tenerife,El Draguillo,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
783,Canarias,Santa Cruz de Tenerife,Benijo,Medio,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
784,Canarias,Santa Cruz de Tenerife,El Burro,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
785,Canarias,Santa Cruz de Tenerife,Nueva,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
786,Cataluña,Barcelona,Les Botigues,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
787,Cataluña,Barcelona,Platja Llarga d'Ibersol,Alto,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
788,Cataluña,Barcelona,Sant Gervasi,Alto,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
789,Cataluña,Barcelona,Ribes Roges,Alto,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
790,Cataluña,Barcelona,El Far de Sant Cristófol,Alto,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
791,Cataluña,Barcelona,Platja de Ponent,Medio,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
792,Cataluña,Barcelona,L'Astillero,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
793,Cataluña,Barcelona,L'Almadrava,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
794,Canarias,Santa Cruz de Tenerife,El Medio,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
795,Canarias,Santa Cruz de Tenerife,Punta Blanca,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
796,Canarias,Santa Cruz de Tenerife,Alcalá,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
797,Canarias,Santa Cruz de Tenerife,Méndez,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
798,Canarias,Santa Cruz de Tenerife,Baja Larga,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
799,Canarias,Santa Cruz de Tenerife,San Juan,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
800,Canarias,Santa Cruz de Tenerife,Abama,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
801,Canarias,Santa Cruz de Tenerife,Arenisco,Medio,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
802,Canarias,Santa Cruz de Tenerife,El Roquete,Medio,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
803,Canarias,Santa Cruz de Tenerife,Arenal,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
804,Canarias,Santa Cruz de Tenerife,San Juan,Medio,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
805,Canarias,Santa Cruz de Tenerife,El Apio,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
806,Canarias,Santa Cruz de Tenerife,El Ancón,Medio,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
807,Canarias,Santa Cruz de Tenerife,Los Patos,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
808,Canarias,Santa Cruz de Tenerife,El Bollullo,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
809,Canarias,Santa Cruz de Tenerife,El Roque,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
810,Canarias,Santa Cruz de Tenerife,El Socorro,Alto,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
811,Canarias,Santa Cruz de Tenerife,Playa Gordejuela,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
812,Canarias,Santa Cruz de Tenerife,Castro,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
813,Canarias,Santa Cruz de Tenerife,El Gomero,Medio,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
814,Canarias,Santa Cruz de Tenerife,Agua Dulce,Medio,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
815,Canarias,Santa Cruz de Tenerife,Charco de la Araña,Medio,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
816,Canarias,Santa Cruz de Tenerife,Martianez,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
817,Canarias,Santa Cruz de Tenerife,San Telmo,Medio,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
818,Canarias,Santa Cruz de Tenerife,El Muelle,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
819,Canarias,Santa Cruz de Tenerife,Playa Jardín,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
820,Canarias,Santa Cruz de Tenerife,Las Aguas,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
821,Canarias,Santa Cruz de Tenerife,Los Colmenares,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
822,Canarias,Santa Cruz de Tenerife,El Barranco,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
823,Canarias,Santa Cruz de Tenerife,San Blas,Bajo,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
824,Canarias,Santa Cruz de Tenerife,Valleseco,Medio,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
825,Canarias,Santa Cruz de Tenerife,Las Teresitas,Medio,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
826,Canarias,Santa Cruz de Tenerife,Las Gaviotas,Medio,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
827,Canarias,Santa Cruz de Tenerife,Playa Chica,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
828,Canarias,Santa Cruz de Tenerife,El Balayo,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
829,Canarias,Santa Cruz de Tenerife,El Burro,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
830,Canarias,Santa Cruz de Tenerife,El Llano,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
831,Canarias,Santa Cruz de Tenerife,Antequera,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
832,Canarias,Santa Cruz de Tenerife,Casas Blancas,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
833,Canarias,Santa Cruz de Tenerife,Roque Bermejo,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
834,Canarias,Santa Cruz de Tenerife,Fabián,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
835,Canarias,Santa Cruz de Tenerife,Almaciga,Medio,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
836,Canarias,Santa Cruz de Tenerife,Roque de las Bodegas,Medio,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
837,Canarias,Santa Cruz de Tenerife,Tachero,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
838,Canarias,Santa Cruz de Tenerife,Tamadite,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
839,Canarias,Santa Cruz de Tenerife,Los Guíos,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
840,Canarias,Santa Cruz de Tenerife,Santiago,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
841,Canarias,Santa Cruz de Tenerife,La Arena,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
842,Canarias,Santa Cruz de Tenerife,Barranco Seco,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
843,Canarias,Santa Cruz de Tenerife,El Rincón,Medio,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
844,Canarias,Santa Cruz de Tenerife,El Sargo,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
845,Canarias,Santa Cruz de Tenerife,El Pris,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
846,Canarias,Santa Cruz de Tenerife,La Arena,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
847,Canarias,Santa Cruz de Tenerife,El Camello,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
848,Canarias,Santa Cruz de Tenerife,Bajamar,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
849,Cantabria,Cantabria,Los Barcos,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
850,Cantabria,Cantabria,El Sable,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
851,Cantabria,Cantabria,Los Franceses,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
852,Cantabria,Cantabria,La Arena,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
853,Cataluña,Girona,Playa Fonda,Alto,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
854,Cataluña,Girona,Sa Tuna,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
855,Cataluña,Girona,Aiguafreda,Medio,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
856,Cataluña,Girona,Sa Riera,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
857,Cataluña,Girona,Dels Morts,Alto,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
858,Cataluña,Girona,Rovellada,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
859,Cataluña,Girona,Taballera,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
860,Cataluña,Girona,Cala Tamariua,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
861,Canarias,Santa Cruz de Tenerife,Los Cancajos,Alto,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
862,Canarias,Santa Cruz de Tenerife,La Zamora,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
863,Canarias,Santa Cruz de Tenerife,Punta Larga,Medio,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
864,Canarias,Santa Cruz de Tenerife,Abadejos,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
865,Canarias,Santa Cruz de Tenerife,Echentive,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
866,Canarias,Santa Cruz de Tenerife,El Faro,Bajo,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
867,Canarias,Santa Cruz de Tenerife,Las Cabras,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
868,Canarias,Santa Cruz de Tenerife,El Puertito,Bajo,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
869,Canarias,Santa Cruz de Tenerife,El Río,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
870,Canarias,Santa Cruz de Tenerife,Murgas,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
871,Canarias,Santa Cruz de Tenerife,Puerto Naos,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
872,Canarias,Santa Cruz de Tenerife,Pelota Bayana,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
873,Canarias,Santa Cruz de Tenerife,Las Monjas,Medio,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
874,Canarias,Santa Cruz de Tenerife,El Charco Verde,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
875,Canarias,Santa Cruz de Tenerife,El Remo,Medio,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
876,Canarias,Santa Cruz de Tenerife,La Bombilla,Medio,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
877,Canarias,Santa Cruz de Tenerife,Martín Luis,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
878,Canarias,Santa Cruz de Tenerife,Puerto Trigo,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
879,Canarias,Santa Cruz de Tenerife,Nogales,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
880,Canarias,Santa Cruz de Tenerife,La Galga,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
881,Canarias,Santa Cruz de Tenerife,El Varadero,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
882,Canarias,Santa Cruz de Tenerife,Puerto Espíndola,Bajo,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
883,Canarias,Santa Cruz de Tenerife,Puerto de Tazacorte,Alto,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
884,Canarias,Santa Cruz de Tenerife,Los Tarajales,Medio,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
885,Canarias,Santa Cruz de Tenerife,El Charcón,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
886,Canarias,Santa Cruz de Tenerife,Los Guirres,Medio,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
887,Canarias,Santa Cruz de Tenerife,La Cangrejera,Medio,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
888,Canarias,Santa Cruz de Tenerife,El Pozo Norte,Medio,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
889,Canarias,Santa Cruz de Tenerife,Piedra Nueva,Bajo,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
890,Canarias,Santa Cruz de Tenerife,El Pocito,Medio,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
891,Canarias,Santa Cruz de Tenerife,La Bajita,Medio,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
892,Canarias,Santa Cruz de Tenerife,Los Roquitos,Medio,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
893,Canarias,Santa Cruz de Tenerife,Martín,Medio,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
894,Canarias,Santa Cruz de Tenerife,El Poris,Medio,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
895,Canarias,Santa Cruz de Tenerife,Las Salineras,Medio,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
896,Cantabria,Cantabria,Luaña,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
897,Cantabria,Cantabria,La Arena,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
898,Cantabria,Cantabria,Cuberris,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
899,Cantabria,Cantabria,Antuerta,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
900,Cantabria,Cantabria,Dícido,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
901,Cantabria,Cantabria,Berrón,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
902,Cantabria,Cantabria,Brazomar,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
903,Cantabria,Cantabria,Ostende,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
904,Cantabria,Cantabria,Arenillas,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
905,Cataluña,Barcelona,Sant Sebastià,Alto,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
906,Cataluña,Barcelona,La Barceloneta,Alto,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
907,Cataluña,Barcelona,La Nova Icària,Alto,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
908,Cataluña,Barcelona,El Bogatell,Alto,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
909,Cataluña,Barcelona,La Mar Bella,Alto,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
910,Cataluña,Barcelona,La Nova Mar Bella,Alto,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
911,Cataluña,Barcelona,Cabrera,Alto,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
912,Cataluña,Barcelona,Els Tres Micos,Medio,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
913,Cataluña,Barcelona,Platja del Bassiot,Medio,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
914,Cataluña,Barcelona,Les Roques,Alto,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
915,Cataluña,Barcelona,Garbí,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
916,Cataluña,Barcelona,Platja Gran,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
917,Cataluña,Barcelona,El Cavaió,Bajo,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
918,Cataluña,Barcelona,Canet de Mar,Alto,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
919,Cataluña,Barcelona,Castelldefels,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
920,Cataluña,Barcelona,Mota de Sant Pere,Medio,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
921,Cataluña,Barcelona,Cubelles,Alto,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
922,Cataluña,Barcelona,Platja del Masnou,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
923,Cataluña,Barcelona,Ocata,Alto,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
924,Cataluña,Barcelona,Gavà,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
925,Cataluña,Barcelona,Malgrat Centre,Alto,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
926,Cataluña,Barcelona,Malgrat de la Conca,Bajo,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
927,Cataluña,Barcelona,La Bassa Rodona,Alto,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
928,Cataluña,Barcelona,La Ribera,Alto,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
929,Cataluña,Barcelona,La Fragata,Alto,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
930,Cataluña,Barcelona,Sant Sebastià,Alto,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
931,Cataluña,Barcelona,Els Balmins,Alto,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
932,Cataluña,Barcelona,Aiguadolç,Alto,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
933,Cataluña,Barcelona,Vallcarca,Alto,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
934,Cataluña,Barcelona,Cala Morisca,Alto,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
935,Cataluña,Barcelona,Garraf,Alto,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
936,Cataluña,Barcelona,Cala Ginesta,Alto,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
937,Cataluña,Girona,Aiguablava,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
938,Cataluña,Girona,Port d'Esclanyà,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
939,Cataluña,Girona,Platja d'en Malaret,Alto,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
